data;tipo;pessoa;cargo_id;cargo;interino;fonte
2025-08-19;sabatina;Daniela Marreco Cerqueira;br-anvisa-diretor;Diretor da Anvisa;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/166753
2025-08-19;sabatina;Leandro Pinheiro Safatle;br-anvisa-dirigente;Diretor-Presidente da Anvisa;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/166754
2025-08-19;sabatina;Larissa Oliveira Rêgo;br-ana-diretor;Diretor da ANA;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/166760
2025-08-19;sabatina;Leonardo Góes Silva;br-ana-diretor;Diretor da ANA;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/166762
2025-08-19;sabatina;Artur Watt Neto;br-anp-dirigente;Diretor-Geral da ANP;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/166743
2025-08-19;sabatina;Pietro Adamo Sampaio Mendes;br-anp-diretor;Diretor da ANP;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/166744
2025-08-19;sabatina;Cristiane Collet Battiston;br-ana-diretor;Diretor da ANA;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/166761
2025-08-19;sabatina;Wadih Nemer Damous Filho;br-ans-dirigente;Diretor-Presidente da ANS;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/166750
2025-08-19;sabatina;Tiago Chagas Faierstein;br-anac-dirigente;Diretor-Presidente da Anac;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/166751
2025-08-19;sabatina;Rui Chagas Mesquita;br-anac-diretor;Diretor da Anac;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/166752
2025-08-19;sabatina;Lorena Giuberti Coutinho;br-diretor-da-anpd;Diretor da ANPD;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/169589
2025-08-19;sabatina;Thiago Lopes Cardoso Campos;br-anvisa-diretor;Diretor da Anvisa;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/169591
2025-08-19;sabatina;Antonio Mathias Nogueira Moreira;br-anac-diretor;Diretor da Anac;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/169593
2025-08-19;sabatina;Willamy Moreira Frota;br-aneel-diretor;Diretor da Aneel;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/169661
2025-08-19;sabatina;Edson Victor Eugenio de Holanda;br-anatel-dirigente;Presidente da Anatel;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/169662
2025-08-19;sabatina;Gentil Nogueira de sá Júnior;br-aneel-diretor;Diretor da Aneel;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/169668
2025-08-19;sabatina;Octavio Penna Pieranti;br-anatel-dirigente;Presidente da Anatel;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/169669
2025-08-13;sabatina;Patricia Barcelos;br-ancine-diretor;Diretor da Ancine;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/166742
2025-08-13;sabatina;Verônica Abdalla Sterman;br-superior-tribunal-militar-ministro;Ministro do Superior Tribunal Militar;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/169566
2025-08-13;sabatina;Carlos Augusto Pires Brandão;br-superior-tribunal-de-justica-ministro;Ministro do Superior Tribunal de Justiça;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/169571
2025-08-13;sabatina;Maria Marluce Caldas Bezerra;br-superior-tribunal-de-justica-ministro;Ministro do Superior Tribunal de Justiça;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/169595
2025-08-01;posse;Floriano Peixoto de Azevedo Marques Neto;br-tribunal-superior-eleitoral-ministro;Ministro do Tribunal Superior Eleitoral;não;https://www.tse.jus.br/institucional/ministros
2025-08-01;posse;Estela Aranha;br-tribunal-superior-eleitoral-ministro;Ministro do Tribunal Superior Eleitoral;não;https://www.tse.jus.br/institucional/ministros
2025-07-17;sabatina;Diogo Penha Soares;br-anvisa-diretor;Diretor da Anvisa;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/166755
2025-07-08;sabatina;Maria Luisa Escorel de Moraes;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/168988
2025-07-08;sabatina;Luiz Alberto Figueiredo Machado;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/168985
2025-07-08;sabatina;Cláudia Fonseca Buzzi;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/168986
2025-07-08;sabatina;Orlando Leite Ribeiro;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/169018
2025-07-08;sabatina;Irene Vida Gala;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/169345
2025-07-08;sabatina;Luís Guilherme Nascentes da Silva;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/169346
2025-06-11;sabatina;Vivian Loss Sanmartin;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/168609
2025-06-11;sabatina;Maria Elisa Teófilo de Luna;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/168608
2025-06-11;sabatina;Daniella Ortega de Paiva Menezes;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/168607
2025-06-10;sabatina;Maria Clara de Abreu Rada;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/167958
2025-06-10;sabatina;Bernard Jorg Leopold de García Klingl;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/167962
2025-06-10;sabatina;Pablo Duarte Cardoso;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/167964
2025-05-28;sabatina;João Mendes Pereira;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/167957
2025-05-28;sabatina;Silvio José Albuquerque e Silva;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/167959
2025-05-28;sabatina;Júlio Cesar Fontes Laranjeira;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/167960
2025-05-28;sabatina;Ricardo José Lustosa Leal;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/167953
2025-05-25;posse;Kassio Nunes Marques;br-tribunal-superior-eleitoral-ministro;Ministro do Tribunal Superior Eleitoral;não;https://www.tse.jus.br/institucional/ministros
2025-05-21;sabatina;Sérgio Rodrigues Dos Santos;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/167954
2025-05-21;sabatina;Rodrigo de Lima Baena Soares;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/167955
2025-05-21;sabatina;Eduardo Paes Saboia;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/167956
2025-05-21;sabatina;André Veras Guimarães;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/167961
2025-05-21;sabatina;Paulo Uchôa Ribeiro Filho;br-ministerio-das-relacoes-exteriores;Ministério das Relações Exteriores;não;https://www25.senado.leg.br/web/atividade/materias/-/materia/167963
2025-02-01;posse;Hugo Motta;br-presidente-da-camara-dos-deputados;Presidente da Câmara dos Deputados;não;https://dadosabertos.camara.leg.br/api/v2/deputados/160674
2025-02-01;posse;Davi Alcolumbre;br-presidente-do-senado-federal;Presidente do Senado Federal;não;https://www25.senado.leg.br/web/senadores/mesa-diretora
2025-01-01;posse;Gabriel Galípolo;br-presidente-do-banco-central;Presidente do Banco Central do Brasil;não;https://agenciabrasil.ebc.com.br/economia/noticia/2024-12/comissao-do-senado-aprova-novos-diretores-do-banco-central
2025-01-01;posse;Nilton José Schneider David;br-diretor-do-banco-central;Diretor do Banco Central do Brasil;não;https://pt.wikipedia.org/wiki/Banco_Central_do_Brasil
2025-01-01;posse;Gilneu Francisco Astolfi Vivan;br-diretor-do-banco-central;Diretor do Banco Central do Brasil;não;https://pt.wikipedia.org/wiki/Banco_Central_do_Brasil
2025-01-01;posse;Izabela Moreira Correa;br-diretor-do-banco-central;Diretor do Banco Central do Brasil;não;https://pt.wikipedia.org/wiki/Banco_Central_do_Brasil
2025-01-01;posse;Edson Fachin;br-conselheiro-do-cnj;Conselheiro do Conselho Nacional de Justiça;não;https://pt.wikipedia.org/wiki/Conselho_Nacional_de_Justi%C3%A7a
